場所,芝・ダート,距離,トラックコード,コーナー回数,CourseKey,参考URL,初角距離m,初角距離表現,最終直線m,コース形態,スタート勾配,道中勾配,直線勾配,コーナー形状,参考ペース傾向,参考脚質傾向,参考枠傾向,StartDashWeight,EarlyTrackingWeight,FirstTurnPressure,ClosingOpportunity,LongSpurtOpportunity,データ状態,備考,モデル利用区分,初角距離Source,最終直線Source,初角距離推定フラグ,StructureConfidence
東京,ダート,1600,1,2.0,東京_ダート_1600_TC1,https://horse-racing-ai-navi.com/archives/12115,640.0,,501.6,,,,,,,,,0.3666666666666667,0.6333333333333333,0.0,0.5591111111111111,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
東京,ダート,2100,1,4.0,東京_ダート_2100_TC1,https://horse-racing-ai-navi.com/archives/12115,330.0,,501.6,,,,,,,,,0.625,0.375,0.425,0.5591111111111111,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
東京,芝,1400,0,2.0,東京_芝_1400_TC0,https://horse-racing-ai-navi.com/archives/12115,340.0,約340m,525.9,ワンターン,上り,アップダウン,上り,,スロー寄り,逃げ・先行＋差し余地,外も位置確保可,0.6166666666666667,0.3833333333333333,0.4,0.613111111111111,,参考サイト確認済,参考サイトの文章記述を構造化。数値は記事本文で確認できたもののみ入力。,v1候補,verified_site,JRA公式コースデータ,False,HIGH
東京,芝,1600,0,2.0,東京_芝_1600_TC0,https://horse-racing-ai-navi.com/archives/12115,540.0,約540m,525.9,ワンターン,下り→上り,アップダウン,上り,,スロー寄り,先行＋差し余地,外も位置確保可,0.45,0.55,0.0,0.613111111111111,,参考サイト確認済,参考サイトの文章記述を構造化。数値は記事本文で確認できたもののみ入力。,v1候補,verified_site,JRA公式コースデータ,False,HIGH
東京,芝,1800,0,2.0,東京_芝_1800_TC0,https://horse-racing-ai-navi.com/archives/12115,160.0,約160m,525.9,特殊ポケット,カーブ直後,アップダウン,上り,,スロー,持続力型,極端な外不利ではない,0.7666666666666667,0.23333333333333328,0.85,0.613111111111111,,参考サイト確認済,参考サイトの文章記述を構造化。数値は記事本文で確認できたもののみ入力。,v1候補,verified_site,JRA公式コースデータ,False,HIGH
東京,芝,2000,0,3.0,東京_芝_2000_TC0,https://horse-racing-ai-navi.com/archives/12115,100.0,,525.9,,,,,,,,,0.8,0.19999999999999996,1.0,0.613111111111111,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
東京,芝,2300,0,4.0,東京_芝_2300_TC0,https://horse-racing-ai-navi.com/archives/12115,250.0,,525.9,,,,,,,,,0.6916666666666667,0.30833333333333335,0.625,0.613111111111111,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
東京,芝,2400,0,4.0,東京_芝_2400_TC0,https://horse-racing-ai-navi.com/archives/12115,350.0,,525.9,,,,,,,,,0.6083333333333334,0.3916666666666666,0.375,0.613111111111111,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,inferred_same_route,JRA公式コースデータ,True,MID
東京,芝,2500,0,4.0,東京_芝_2500_TC0,https://horse-racing-ai-navi.com/archives/12115,450.0,,525.9,,,,,,,,,0.525,0.475,0.125,0.613111111111111,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,inferred_same_route,JRA公式コースデータ,True,MID
東京,芝,3400,0,6.0,東京_芝_3400_TC0,https://horse-racing-ai-navi.com/archives/12115,200.0,,525.9,,,,,,,,,0.7333333333333334,0.2666666666666666,0.75,0.613111111111111,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
福島,ダート,1150,1,2.0,福島_ダート_1150_TC1,https://horse-racing-ai-navi.com/archives/6811,480.0,,295.7,,,,,,,,,0.5,0.5,0.05,0.10155555555555552,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
福島,ダート,1700,1,4.0,福島_ダート_1700_TC1,https://horse-racing-ai-navi.com/archives/6811,300.0,,295.7,,,,,,,,,0.65,0.35,0.5,0.10155555555555552,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
福島,ダート,2400,1,6.0,福島_ダート_2400_TC1,https://horse-racing-ai-navi.com/archives/6811,300.0,,295.7,,,,,,,,,0.65,0.35,0.5,0.10155555555555552,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
福島,芝,1200,0,2.0,福島_芝_1200_TC0,https://horse-racing-ai-navi.com/archives/6811,400.0,,292.0,,,,,,,,,0.5666666666666667,0.43333333333333335,0.25,0.09333333333333334,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
福島,芝,1800,0,4.0,福島_芝_1800_TC0,https://horse-racing-ai-navi.com/archives/6811,300.0,,292.0,,,,,,,,,0.65,0.35,0.5,0.09333333333333334,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
福島,芝,2000,0,4.0,福島_芝_2000_TC0,https://horse-racing-ai-navi.com/archives/6811,500.0,,292.0,,,,,,,,,0.48333333333333334,0.5166666666666666,0.0,0.09333333333333334,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
福島,芝,2600,0,6.0,福島_芝_2600_TC0,https://horse-racing-ai-navi.com/archives/6811,200.0,,292.0,,,,,,,,,0.7333333333333334,0.2666666666666666,0.75,0.09333333333333334,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,verified_site,JRA公式コースデータ,False,HIGH
阪神,ダート,1200,1,2.0,阪神_ダート_1200_TC1,https://horse-racing-ai-navi.com/archives/18475,405.0,,352.7,,,,,,,,,0.5625,0.4375,0.2375,0.2282222222222222,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
阪神,ダート,1400,1,2.0,阪神_ダート_1400_TC1,https://horse-racing-ai-navi.com/archives/18475,405.0,,352.7,,,,,,,,,0.5625,0.4375,0.2375,0.2282222222222222,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
阪神,ダート,1800,1,4.0,阪神_ダート_1800_TC1,https://horse-racing-ai-navi.com/archives/18475,330.0,,352.7,,,,,,,,,0.625,0.375,0.425,0.2282222222222222,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
阪神,ダート,2000,1,4.0,阪神_ダート_2000_TC1,https://horse-racing-ai-navi.com/archives/18475,330.0,,352.7,,,,,,,,,0.625,0.375,0.425,0.2282222222222222,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
阪神,芝,1200,0,2.0,阪神_芝_1200_TC0,https://horse-racing-ai-navi.com/archives/18475,250.0,約250m,356.5,内回りワンターン,,,急坂,,ミドル,逃げ・先行,内,0.6916666666666667,0.30833333333333335,0.625,0.23666666666666666,,参考サイト確認済,参考サイトの文章記述を構造化。数値は記事本文で確認できたもののみ入力。,v1候補,verified_existing,JRA公式コースデータ,False,HIGH
阪神,芝,1400,0,2.0,阪神_芝_1400_TC0,https://horse-racing-ai-navi.com/archives/18475,440.0,約440m,356.5,ワンターン,,,急坂,,1200より上がりやすいが極端なハイではない,逃げ・先行,内～中,0.5333333333333334,0.46666666666666656,0.15,0.23666666666666666,,参考サイト確認済,参考サイトの文章記述を構造化。数値は記事本文で確認できたもののみ入力。,v1候補,verified_existing,JRA公式コースデータ,False,HIGH
阪神,芝,1600,8,2.0,阪神_芝_1600_TC8,https://horse-racing-ai-navi.com/archives/18475,470.0,約470m,473.6,外回りワンターン,,後半下り,急坂,,スロー,差し余地大,内,0.5083333333333333,0.4916666666666667,0.075,0.49688888888888894,0.6,参考サイト確認済,参考サイトの文章記述を構造化。数値は記事本文で確認できたもののみ入力。,v1候補,verified_existing,JRA公式コースデータ,False,HIGH
阪神,芝,1800,8,2.0,阪神_芝_1800_TC8,https://horse-racing-ai-navi.com/archives/18475,660.0,約660m,473.6,外回りワンターン,,後半下り,急坂,,スロー,差し余地大,内,0.35,0.65,0.0,0.49688888888888894,0.6,参考サイト確認済,参考サイトの文章記述を構造化。数値は記事本文で確認できたもののみ入力。,v1候補,verified_existing,JRA公式コースデータ,False,HIGH
阪神,芝,2000,0,4.0,阪神_芝_2000_TC0,https://horse-racing-ai-navi.com/archives/18475,410.0,,356.5,,,,,,,,,0.5583333333333333,0.44166666666666665,0.225,0.23666666666666666,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
阪神,芝,2200,0,4.0,阪神_芝_2200_TC0,https://horse-racing-ai-navi.com/archives/18475,410.0,,356.5,,,,,,,,,0.5583333333333333,0.44166666666666665,0.225,0.23666666666666666,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
阪神,芝,2400,8,4.0,阪神_芝_2400_TC8,https://horse-racing-ai-navi.com/archives/18475,410.0,,473.6,,,,,,,,,0.5583333333333333,0.44166666666666665,0.225,0.49688888888888894,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
阪神,芝,2600,8,6.0,阪神_芝_2600_TC8,https://horse-racing-ai-navi.com/archives/18475,200.0,,473.6,,,,,,,,,0.7333333333333334,0.2666666666666666,0.75,0.49688888888888894,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
阪神,芝,3000,0,6.0,阪神_芝_3000_TC0,https://horse-racing-ai-navi.com/archives/18475,200.0,,356.5,,,,,,,,,0.7333333333333334,0.2666666666666666,0.75,0.23666666666666666,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
阪神,芝,3200,0,6.0,阪神_芝_3200_TC0,https://horse-racing-ai-navi.com/archives/18475,200.0,,356.5,,,,,,,,,0.7333333333333334,0.2666666666666666,0.75,0.23666666666666666,,骨格のみ,TARGET実績コースの骨格行。今後、参考サイト/JRA公式で物理情報を補完。,未確定,fallback_corner_median,JRA公式コースデータ,True,LOW
